approach,params.dataset,training_duration_for_eval,inference_duration_for_eval,metrics.nap_accuracy,metrics.rtp_similarity
BEST,BPI2019,1938.3219513169897,345.15186085501045,0.7445216732814518,0.7398479146916344
BEST,BPI2019,1938.3219513169897,236.28168769199692,0.7421592330699793,0.7389348920893617
BEST,BPI2019,1938.3219513169897,220.21090115100378,0.7423668647070379,0.7423356228136009
BEST,BPI2019,1938.3219513169897,249.48554109998804,0.7425087494578866,0.7379829566784564
BEST,BPI2019,1938.3219513169897,322.0140926650056,0.7434225986737916,0.7446137779078332
BEST,BPI2017_Full,468.9767997690069,63.37974000000395,0.8230348238537317,0.48522445764113986
BEST,BPI2017_Full,443.9926543269976,51.0434072099888,0.8209750823464333,0.44877427705764916
BEST,BPI2017_Full,443.9926543269976,54.51015118400392,0.8212124741135308,0.46092240239421084
BEST,BPI2017_Full,443.9926543269976,41.6525532680098,0.8201172304185852,0.46645328071723835
BEST,BPI2017_Full,443.9926543269976,49.24055533100909,0.823546042003231,0.45535317572867745
BEST,BPI2017_Full,443.9926543269976,49.53406122799788,0.819210014670721,0.45502902460914757
BEST,BPI2017_Full,443.9122955320054,49.88030620999052,0.8209499383973247,0.4600633260517626
BEST,BPI2017_Full,443.9122955320054,54.82354521799425,0.8189491485946622,0.47042976186648944
BEST,BPI2017_Full,443.9122955320054,44.07007235698984,0.8198923769566084,0.4725276645570696
BEST,BPI2017_Full,443.9122955320054,48.82070842599205,0.8234501211631664,0.4669375141893729
BEST,BPI2017_Full,443.9122955320054,52.44479242899979,0.8192506256631014,0.4619523354208443
BEST,BPI2017_Full,359.72603332700237,48.133289983001305,0.8194966181388449,0.47973613655774516
BEST,BPI2017_Full,359.72603332700237,52.79364483100653,0.826179638171719,0.47449714598429726
BEST,BPI2017_Full,359.72603332700237,42.75232724900707,0.8251304405594763,0.48747548141530256
BEST,BPI2017_Full,359.72603332700237,47.44587787799537,0.8255098949919225,0.48434990045257276
BEST,BPI2017_Full,359.72603332700237,48.30241829500301,0.820438497190227,0.48174501340759435
BEST,BPI2017_Full,312.06004956799734,50.75081476299965,0.823358728721933,0.47192312694591093
BEST,BPI2017_Full,312.06004956799734,55.47743162400002,0.8272429454624627,0.47019620909941656
BEST,BPI2017_Full,312.06004956799734,43.972622267996485,0.8269752610088766,0.4807235483571917
BEST,BPI2017_Full,312.06004956799734,49.250297484999464,0.8245708804523425,0.47612312187173417
BEST,BPI2017_Full,312.06004956799734,49.7165314360027,0.8270530125741785,0.47708994660552934
BEST,BPI2017_Full,314.8130142180016,53.212185452000995,0.8287043323024315,0.4698843370629712
BEST,BPI2017_Full,314.8130142180016,58.324462777003646,0.8275214307052765,0.46864962326103854
BEST,BPI2017_Full,314.8130142180016,47.37915162699937,0.8296172891871036,0.4780320692841626
BEST,BPI2017_Full,314.8130142180016,51.092080755995994,0.827907915993538,0.47402399564694236
BEST,BPI2017_Full,314.8130142180016,54.11658595100016,0.8270682416963212,0.47597160634345254
BEST,BPI2017_Full,485.1845921869972,58.01713156000187,0.8230771164919162,0.4656058639046298
BEST,BPI2017_Full,485.1845921869972,62.7880288249944,0.8246505010202687,0.46905300156306545
BEST,BPI2017_Full,485.1845921869972,52.256442067002354,0.8248953664855915,0.4746486726342586
